ANSI,State,County,sqmiles,y1930,y1940,y1950,y1960,y1970,y1980,y1990,y2000,y2010
a45087,SOUTH CAROLINA,UNION,514.128125,0,0,0,0,0,850,0,0,0
a45089,SOUTH CAROLINA,WILLIAMSBURG,934.1484375,0,0,0,0,0,48800,21800,18800,21600
a45091,SOUTH CAROLINA,YORK,680.61875,0,0,0,0,0,2850,2350,0,500
a45000,SOUTH CAROLINA,,32020.2,1540000,1772000,1452000,781000,543000,585000,390000,310000,350000
a46003,SOUTH DAKOTA,AURORA,708.428125,99500,49200,76500,77300,58000,58000,60000,77000,75300
a46005,SOUTH DAKOTA,BEADLE,1258.801563,156500,92200,108400,110300,108000,109000,112300,164000,156000
a46007,SOUTH DAKOTA,BENNETT,1184.701563,41500,16100,16100,7000,2300,4600,5100,17300,15100
a46009,SOUTH DAKOTA,BON HOMME,563.7078125,119200,65700,102300,126500,100000,103000,99600,101000,96300
a46011,SOUTH DAKOTA,BROOKINGS,792.95,133200,102700,124700,145900,107000,130000,128200,120000,137500
a46013,SOUTH DAKOTA,BROWN,1713.025,161700,104600,140700,151500,125000,122000,127400,208000,159500
a46015,SOUTH DAKOTA,BRULE,817.2515625,124400,77700,99000,93100,67000,53300,59100,80000,73300
a46017,SOUTH DAKOTA,BUFFALO,471.384375,23000,9600,16000,12400,14000,0,9400,14000,0
a46019,SOUTH DAKOTA,BUTTE,2248.625,11400,13100,12900,9500,15000,14700,12000,7000,6800
a46021,SOUTH DAKOTA,CAMPBELL,733.6640625,34700,22300,27000,36500,30000,28800,25200,30000,48600
a46023,SOUTH DAKOTA,CHARLES MIX,1097.5125,233200,128100,157400,164700,95000,92000,100000,137000,132500
a46025,SOUTH DAKOTA,CLARK,957.6171875,99500,80900,71200,74500,61000,70500,68200,87000,103500
a46027,SOUTH DAKOTA,CLAY,412.190625,113000,78500,88600,112000,85000,88000,83600,95000,97100
a46029,SOUTH DAKOTA,CODINGTON,688.503125,41500,39200,41400,42200,34000,46000,56200,70000,76000
a46031,SOUTH DAKOTA,CORSON,2469.753125,41500,14800,29200,31000,15500,14000,11400,13000,23800
a46033,SOUTH DAKOTA,CUSTER,1557.045313,9300,4700,1400,2000,1200,1000,700,1500,0
a46035,SOUTH DAKOTA,DAVISON,435.559375,86000,54100,70400,76500,58000,66100,62600,74000,65700
a46037,SOUTH DAKOTA,DAY,1028.285938,74600,47200,47800,43200,30000,32700,40600,55000,83900
a46039,SOUTH DAKOTA,DEUEL,622.75,51800,46700,60400,64300,52000,69400,68500,73000,84600
a46041,SOUTH DAKOTA,DEWEY,2302.55,24900,8900,13900,13100,7500,14000,11500,14000,18600
a46043,SOUTH DAKOTA,DOUGLAS,431.8046875,84000,50700,72800,83800,63000,63000,61400,74000,68100
a46045,SOUTH DAKOTA,EDMUNDS,1125.214063,51200,23200,37300,42800,34000,40300,30000,70000,73900
a46047,SOUTH DAKOTA,FALL RIVER,1739.876563,26900,16700,12100,9600,4000,6700,3000,3700,0
a46049,SOUTH DAKOTA,FAULK,980.2078125,71500,30500,42800,41600,37000,30600,21600,57000,68900
a46051,SOUTH DAKOTA,GRANT,681.425,65300,45900,55600,68600,57000,66100,61500,77000,89900
a46053,SOUTH DAKOTA,GREGORY,1014.975,132700,84600,86700,79800,56000,43800,42700,55000,50100
a46055,SOUTH DAKOTA,HAAKON,1810.589063,35200,12700,10800,7600,6000,4000,4500,16000,16800
a46057,SOUTH DAKOTA,HAMLIN,506.9546875,60100,45400,55000,69300,62000,68700,76000,87000,90700
a46059,SOUTH DAKOTA,HAND,1436.457813,137900,57200,72900,76100,74000,60200,66400,103000,90300
a46061,SOUTH DAKOTA,HANSON,434.5203125,74600,52400,70400,80500,65000,72800,69600,78000,81200
a46063,SOUTH DAKOTA,HARDING,2671.13125,13500,5000,12300,9600,2500,2800,2300,2000,0
a46065,SOUTH DAKOTA,HUGHES,741.5328125,31600,12700,12100,17500,28000,18700,26200,26000,0
a46067,SOUTH DAKOTA,HUTCHINSON,812.9140625,145100,74200,129400,180500,152000,165000,148900,161000,153500
a46069,SOUTH DAKOTA,HYDE,860.6046875,35800,14000,15400,18100,25000,15000,17000,31000,35000
a46071,SOUTH DAKOTA,JACKSON,1863.864063,15500,2700,2900,1300,800,800,500,1500,0
a46073,SOUTH DAKOTA,JERAULD,526.28125,68400,34900,47000,37500,31000,27400,29000,52000,49800
a46075,SOUTH DAKOTA,JONES,969.5828125,35200,8300,11200,3800,2000,1000,500,13000,13100
a46077,SOUTH DAKOTA,KINGSBURY,832.2484375,124400,76500,97100,114700,92000,94500,100000,121000,139000
a46079,SOUTH DAKOTA,LAKE,563.284375,101600,81800,96500,128700,91000,113000,108900,109000,119000
a46081,SOUTH DAKOTA,LAWRENCE,800.025,5600,5600,6000,2300,1700,1200,700,500,0
a46083,SOUTH DAKOTA,LINCOLN,577.44375,141000,111800,129300,153200,133000,135000,132200,146000,143500
a46085,SOUTH DAKOTA,LYMAN,1636.925,80800,12500,33700,21000,14000,11000,9800,32000,42700
a46091,SOUTH DAKOTA,MARSHALL,838.6671875,48700,40700,54600,51500,41000,47600,57100,78000,74900
a46087,SOUTH DAKOTA,MCCOOK,574.2109375,114000,83900,107600,132500,113000,108000,99300,123000,120500
a46089,SOUTH DAKOTA,MCPHERSON,1136.66875,28000,23400,28200,30600,27000,25300,19900,35000,45000
a46093,SOUTH DAKOTA,MEADE,3471.05,49800,37300,32800,14300,8000,2800,2500,4000,0
a46095,SOUTH DAKOTA,MELLETTE,1307.471875,54900,8500,12600,8500,5000,2500,2000,6500,9500
a46097,SOUTH DAKOTA,MINER,570.315625,96400,60400,74000,70500,55000,62000,58300,70000,80900
a46099,SOUTH DAKOTA,MINNEHAHA,807.1890625,167900,137800,158200,196300,175000,171000,157300,166000,168500
a46101,SOUTH DAKOTA,MOODY,519.3921875,108800,89600,103200,128600,95000,113000,105500,109000,138000
a46103,SOUTH DAKOTA,PENNINGTON,2776.054688,34200,23000,27300,10300,4000,3200,1100,9000,7600
a46105,SOUTH DAKOTA,PERKINS,2869.979688,40900,17000,22200,27800,11500,18500,13800,17000,0
a46107,SOUTH DAKOTA,POTTER,861.1453125,72100,33300,48600,61300,50000,41500,36100,45000,62900
a46109,SOUTH DAKOTA,ROBERTS,1101.10625,89100,67800,85000,91400,71000,72000,69200,86000,118500
a46111,SOUTH DAKOTA,SANBORN,569.33125,94300,60500,72500,67900,54000,57600,58700,65000,60700
a46113,SOUTH DAKOTA,SHANNON,2093.792188,3900,5000,5400,3700,1000,700,600,4500,4000
a46115,SOUTH DAKOTA,SPINK,1504.029688,144600,79000,104100,125000,115000,112000,125200,190000,190000
a46117,SOUTH DAKOTA,STANLEY,1444.482813,15500,3900,4300,5400,4500,1000,2500,8000,5100
a46119,SOUTH DAKOTA,SULLY,1006.828125,85000,27300,57400,62000,52000,0,46300,53000,81700
a46121,SOUTH DAKOTA,TODD,1387.446875,59100,35700,31400,14800,18000,13700,8200,8500,11800
a46123,SOUTH DAKOTA,TRIPP,1612.46875,163800,78400,89000,65500,41000,32000,31800,76000,85800
a46125,SOUTH DAKOTA,TURNER,617.0640625,145100,86300,127400,156400,125000,140000,133700,152000,143500
a46127,SOUTH DAKOTA,UNION,460.678125,116100,95800,97800,117000,99000,119000,110000,118000,123500
a46129,SOUTH DAKOTA,WALWORTH,705.721875,39900,22800,24300,33200,26000,28500,18600,30000,48200
a46135,SOUTH DAKOTA,YANKTON,521.16875,114000,67300,98200,115800,98000,100000,87100,91000,93000
a46137,SOUTH DAKOTA,ZIEBACH,1961.273438,22300,5700,6700,4500,2000,1000,900,2000,8400
a46000,SOUTH DAKOTA,,77116.49,5146000,3111000,3890000,4238000,3388000,3480000,3400000,4300000,4550000
a47001,TENNESSEE,ANDERSON,337.50625,0,0,0,3400,500,800,0,0,0
a47003,TENNESSEE,BEDFORD,473.665625,0,0,0,20000,8500,13000,10200,8000,6000
a47005,TENNESSEE,BENTON,394.8390625,0,0,0,9700,4800,8300,5000,3000,4100
a47007,TENNESSEE,BLEDSOE,406.31875,0,0,0,9650,6300,9900,3600,2200,0
a47009,TENNESSEE,BLOUNT,558.553125,0,0,0,8150,6900,7100,4900,3800,2000
a47011,TENNESSEE,BRADLEY,328.6890625,0,0,0,6450,3500,4600,2700,2600,1800
a47013,TENNESSEE,CAMPBELL,478.159375,0,0,0,3150,1000,1200,700,0,0
a47015,TENNESSEE,CANNON,265.6421875,0,0,0,9750,3400,7000,6500,5200,6000
a47017,TENNESSEE,CARROLL,599.25,0,0,0,37700,17100,17800,20000,27500,26000
a47019,TENNESSEE,CARTER,341.0453125,0,0,0,2800,800,1800,1000,0,0
a47021,TENNESSEE,CHEATHAM,302.6703125,0,0,0,9400,4000,2100,1500,1300,900
a47023,TENNESSEE,CHESTER,285.7359375,0,0,0,19600,6400,6400,6700,3100,3500
a47025,TENNESSEE,CLAIBORNE,436.165625,0,0,0,8050,3900,2500,2400,0,700
a47027,TENNESSEE,CLAY,236.1625,0,0,0,10600,3200,4300,1500,0,800
a47029,TENNESSEE,COCKE,434.403125,0,0,0,8250,4500,7400,3000,1500,1700
a47031,TENNESSEE,COFFEE,428.6546875,0,0,0,21900,24000,23400,16500,17700,18000
a47033,TENNESSEE,CROCKETT,265.4046875,0,0,0,15500,9700,3900,2600,4700,12000
a47035,TENNESSEE,CUMBERLAND,681.0828125,0,0,0,6250,3600,6700,2200,1500,1600
a47037,TENNESSEE,DAVIDSON,501.609375,0,0,0,7250,2300,1800,900,800,0
a47041,TENNESSEE,DE KALB,304.56875,0,0,0,13000,5100,4600,2800,1700,3100
a47039,TENNESSEE,DECATUR,333.8953125,0,0,0,14400,5100,5900,5000,2700,1900
a47043,TENNESSEE,DICKSON,489.825,0,0,0,14600,2300,3500,1500,900,0
a47045,TENNESSEE,DYER,510.484375,0,0,0,29800,20800,14300,13700,23200,26000
a47047,TENNESSEE,FAYETTE,704.4984375,0,0,0,33800,13800,9600,9400,12600,13000
a47049,TENNESSEE,FENTRESS,498.6375,0,0,0,4850,2500,9500,3400,1000,0
a47051,TENNESSEE,FRANKLIN,554.5171875,0,0,0,23700,12300,20000,19000,22000,23000
a47053,TENNESSEE,GIBSON,602.640625,0,0,0,47800,44600,43500,39000,57000,59000
a47055,TENNESSEE,GILES,610.94375,0,0,0,22500,8500,15900,11700,10000,11500
a47057,TENNESSEE,GRAINGER,280.3328125,0,0,0,5900,1900,2200,1800,0,800
a47059,TENNESSEE,GREENE,621.69375,0,0,0,21400,14400,13700,10000,6700,5000
a47061,TENNESSEE,GRUNDY,360.5578125,0,0,0,3650,4000,4900,2600,2300,2300
a47063,TENNESSEE,HAMBLEN,161.03125,0,0,0,5050,3600,4200,2600,1500,1900
a47065,TENNESSEE,HAMILTON,542.4984375,0,0,0,5000,1000,2100,1100,0,0
a47067,TENNESSEE,HANCOCK,222.2859375,0,0,0,5550,1100,1600,1000,0,0
a47069,TENNESSEE,HARDEMAN,667.5453125,0,0,0,29200,11600,8800,9100,6900,7500
a47071,TENNESSEE,HARDIN,577.8859375,0,0,0,29300,9100,8700,10500,8400,4000
a47073,TENNESSEE,HAWKINS,486.6546875,0,0,0,12500,6800,4900,3800,0,1000
a47075,TENNESSEE,HAYWOOD,533.15625,0,0,0,26200,16000,11200,6000,10000,14000
a47077,TENNESSEE,HENDERSON,520.0234375,0,0,0,33600,18000,21600,14200,10000,10000
a47079,TENNESSEE,HENRY,561.48125,0,0,0,30200,24800,47000,27500,31000,38000
a47081,TENNESSEE,HICKMAN,612.5203125,0,0,0,18900,6400,6800,3600,3100,3100
a47083,TENNESSEE,HOUSTON,200.3078125,0,0,0,5300,1500,1700,900,0,0
a47085,TENNESSEE,HUMPHREYS,532.2171875,0,0,0,16700,3600,6000,8700,7100,5200
a47087,TENNESSEE,JACKSON,308.8828125,0,0,0,18100,2300,3800,1500,0,0
a47089,TENNESSEE,JEFFERSON,273.8140625,0,0,0,7950,5000,9600,3500,2300,2600
a47091,TENNESSEE,JOHNSON,298.4828125,0,0,0,4050,1300,2000,1600,0,0
a47093,TENNESSEE,KNOX,508.3984375,0,0,0,7250,3400,2500,2300,0,0
a47095,TENNESSEE,LAKE,163.390625,0,0,0,15400,8600,550,12000,16800,13500
a47097,TENNESSEE,LAUDERDALE,470.4015625,0,0,0,33500,9700,8400,10000,19300,20000
a47099,TENNESSEE,LAWRENCE,617.2234375,0,0,0,27400,7600,10500,14800,12000,18500
a47101,TENNESSEE,LEWIS,282.09375,0,0,0,4600,2200,1200,600,0,0
a47103,TENNESSEE,LINCOLN,570.3078125,0,0,0,29000,10100,15900,13000,13000,15000
a47105,TENNESSEE,LOUDON,228.9796875,0,0,0,6200,3300,2800,3500,0,0
a47111,TENNESSEE,MACON,307.1453125,0,0,0,17800,6900,7400,3400,1700,2600
a47113,TENNESSEE,MADISON,557.0046875,0,0,0,37000,15500,7900,8000,14500,16000
a47115,TENNESSEE,MARION,498.3609375,0,0,0,10100,1700,3300,4100,2900,2100
a47117,TENNESSEE,MARSHALL,375.3546875,0,0,0,10100,4300,8800,5000,5000,5200
a47119,TENNESSEE,MAURY,612.8640625,0,0,0,21200,8600,9600,8100,7000,7600
a47107,TENNESSEE,MCMINN,430.278125,0,0,0,8750,5300,11000,5800,4900,4000
a47109,TENNESSEE,MCNAIRY,562.7875,0,0,0,36600,15600,10300,13000,8600,6000
a47121,TENNESSEE,MEIGS,194.8609375,0,0,0,3300,1200,3300,1800,1400,1400
a47123,TENNESSEE,MONROE,634.778125,0,0,0,11300,7700,16000,4000,4200,3100
a47125,TENNESSEE,MONTGOMERY,539.2890625,0,0,0,23100,11900,14500,12000,16500,18000
a47127,TENNESSEE,MOORE,129.178125,0,0,0,3950,600,1000,900,1100,0
a47129,TENNESSEE,MORGAN,522.040625,0,0,0,3300,3000,2700,1800,0,0
a47131,TENNESSEE,OBION,544.721875,0,0,0,47500,53600,56500,48200,63000,70000
a47133,TENNESSEE,OVERTON,433.3765625,0,0,0,11800,3600,7900,2700,1500,900
a47135,TENNESSEE,PERRY,414.8953125,0,0,0,11200,3600,6700,4300,2800,1100
a47137,TENNESSEE,PICKETT,162.8859375,0,0,0,3850,1900,1700,700,0,0
a47139,TENNESSEE,POLK,435.0375,0,0,0,3900,2000,9600,2200,2900,2100
a47141,TENNESSEE,PUTNAM,401.0484375,0,0,0,14300,2200,5000,1700,0,0
a47143,TENNESSEE,RHEA,315.915625,0,0,0,4700,2400,3000,1900,1100,0
a47145,TENNESSEE,ROANE,361.0671875,0,0,0,3850,1600,3500,500,0,0
a47147,TENNESSEE,ROBERTSON,476.434375,0,0,0,31000,18900,12000,20800,26000,35000
a47149,TENNESSEE,RUTHERFORD,618.8921875,0,0,0,24400,10500,14700,8600,5400,5000
a47151,TENNESSEE,SCOTT,532.0859375,0,0,0,3000,3600,1800,900,0,0
a47153,TENNESSEE,SEQUATCHIE,265.846875,0,0,0,3550,1500,3000,1800,1000,1100
a47155,TENNESSEE,SEVIER,592.290625,0,0,0,9750,2900,5900,700,0,500
a47157,TENNESSEE,SHELBY,762.1328125,0,0,0,22900,3700,2500,2400,5400,5500
a47159,TENNESSEE,SMITH,314.4140625,0,0,0,17100,1300,4400,2400,2100,0
a47161,TENNESSEE,STEWART,458.621875,0,0,0,13400,1200,2600,1100,3500,2800
a47163,TENNESSEE,SULLIVAN,413.01875,0,0,0,7750,5100,5600,3000,0,0
a47165,TENNESSEE,SUMNER,529.3296875,0,0,0,19600,8100,12500,6500,7000,9200
a47167,TENNESSEE,TIPTON,459.36875,0,0,0,27400,8500,2250,2700,6300,19000
a47169,TENNESSEE,TROUSDALE,114.215625,0,0,0,5450,1500,2400,1800,900,0
a47171,TENNESSEE,UNICOI,186.1375,0,0,0,1050,400,650,0,0,0
a47173,TENNESSEE,UNION,223.5640625,0,0,0,2600,700,650,0,0,0
a47175,TENNESSEE,VAN BUREN,273.45625,0,0,0,2500,1600,800,900,0,500
a47177,TENNESSEE,WARREN,432.6875,0,0,0,19000,11500,14800,7100,5500,5400
a47179,TENNESSEE,WASHINGTON,326.309375,0,0,0,9950,9300,7800,9400,5900,0
a47181,TENNESSEE,WAYNE,733.978125,0,0,0,17600,5500,6000,3200,2000,2300
a47183,TENNESSEE,WEAKLEY,580.1828125,0,0,0,51800,36200,38000,44000,55000,68000
a47185,TENNESSEE,WHITE,376.58125,0,0,0,15600,21800,10600,3000,3100,2400
a47187,TENNESSEE,WILLIAMSON,582.7015625,0,0,0,15300,6100,7800,3100,3600,3500
a47189,TENNESSEE,WILSON,570.56875,0,0,0,13800,2200,4100,2100,800,1400
a47000,TENNESSEE,,42143.27,2975000,2715000,2174000,1446000,722000,810000,620000,650000,710000
a48001,TEXAS,ANDERSON,1062.576563,0,0,0,0,2500,1000,2800,0,0
a48003,TEXAS,ANDREWS,1500.645313,,,,,,,,,
a48005,TEXAS,ANGELINA,797.7640625,,,,,,,,,
a48007,TEXAS,ARANSAS,251.871875,,,,,,,,,
a48009,TEXAS,ARCHER,903.0625,,,,,,,,,
a48011,TEXAS,ARMSTRONG,909.1,0,0,0,0,1600,1000,1000,0,0
a48013,TEXAS,ATASCOSA,1218.117188,0,0,0,0,2700,4900,3800,4000,0
a48015,TEXAS,AUSTIN,646.6015625,0,0,0,0,8800,8800,4500,2100,4400
a48017,TEXAS,BAILEY,827.0546875,0,0,0,0,16100,44100,22800,8400,0
a48019,TEXAS,BANDERA,790.9453125,,,,,,,,,
a48021,TEXAS,BASTROP,888.153125,0,0,0,0,2900,6500,2300,2900,0
a48023,TEXAS,BAYLOR,867.4703125,,,,,,,,,
a48025,TEXAS,BEE,880.1953125,0,0,0,0,6400,35000,31600,30600,23900
a48027,TEXAS,BELL,1051.103125,0,0,0,0,9600,8500,47800,70000,73300
a48029,TEXAS,BEXAR,1239.757813,0,0,0,0,8200,15700,10600,13300,10300
a48031,TEXAS,BLANCO,709.0921875,,,,,,,,,
a48033,TEXAS,BORDEN,897.4375,,,,,,,,,
a48035,TEXAS,BOSQUE,982.9609375,0,0,0,0,1800,800,2500,0,1100
a48037,TEXAS,BOWIE,885.1078125,0,0,0,0,0,900,4200,7300,0
a48039,TEXAS,BRAZORIA,1357.592188,0,0,0,0,7900,7800,3900,1800,0
a48041,TEXAS,BRAZOS,585.8203125,0,0,0,0,1300,1800,4500,4500,6600
a48043,TEXAS,BREWSTER,6183.653125,,,,,,,,,
a48045,TEXAS,BRISCOE,900.01875,0,0,0,0,600,2900,3100,0,2200
a48047,TEXAS,BROOKS,943.278125,0,0,0,0,500,0,4000,2300,0
a48049,TEXAS,BROWN,943.84375,,,,,,,,,
a48051,TEXAS,BURLESON,665.08125,0,0,0,0,4900,1800,7000,8800,15800
a48053,TEXAS,BURNET,993.8703125,0,0,0,0,900,0,0,0,0
a48055,TEXAS,CALDWELL,545.246875,0,0,0,0,2900,4000,1500,5800,6700
a48057,TEXAS,CALHOUN,506.9671875,0,0,0,0,0,4200,9500,14500,27500
a48059,TEXAS,CALLAHAN,898.6109375,,,,,,,,,
a48061,TEXAS,CAMERON,890.84375,0,0,0,0,2900,28000,19400,20100,0
a48063,TEXAS,CAMP,195.8234375,,,,,,,,,
a48065,TEXAS,CARSON,920.2125,0,0,0,0,1000,11300,8100,16800,21300
a48067,TEXAS,CASS,936.9578125,0,0,0,0,800,1000,0,0,0
a48069,TEXAS,CASTRO,894.434375,0,0,0,0,38000,137000,89800,90400,134400
a48071,TEXAS,CHAMBERS,598.9296875,0,0,0,0,0,700,0,5700,0
a48073,TEXAS,CHEROKEE,1052.326563,0,0,0,0,1600,900,0,0,0
a48075,TEXAS,CHILDRESS,696.3984375,,,,,,,,,
a48077,TEXAS,CLAY,1088.7125,,,,,,,,,
a48079,TEXAS,COCHRAN,775.1546875,0,0,0,0,500,700,0,0,0
a48081,TEXAS,COKE,911.4390625,,,,,,,,,
a48083,TEXAS,COLEMAN,1260.904688,,,,,,,,,
a48085,TEXAS,COLLIN,841.2046875,0,0,0,0,3500,1500,7900,28100,15100
a48087,TEXAS,COLLINGSWORTH,918.43125,0,0,0,0,600,0,0,0,0
a48089,TEXAS,COLORADO,960.2515625,0,0,0,0,6400,17000,11500,11000,10400
a48091,TEXAS,COMAL,559.465625,0,0,0,0,1100,1900,0,0,0
a48093,TEXAS,COMANCHE,937.690625,0,0,0,0,800,0,4300,3400,0
a48095,TEXAS,CONCHO,983.08125,0,0,0,0,0,0,0,2200,0
a48097,TEXAS,COOKE,873.5015625,0,0,0,0,0,0,0,1500,1900
a48099,TEXAS,CORYELL,1051.928125,0,0,0,0,2000,2000,6000,6400,0
a48101,TEXAS,COTTLE,900.5515625,,,,,,,,,
a48103,TEXAS,CRANE,785.053125,,,,,,,,,
a48105,TEXAS,CROCKETT,2807.415625,,,,,,,,,
a48107,TEXAS,CROSBY,899.5125,0,0,0,0,600,900,0,0,0
a48109,TEXAS,CULBERSON,3812.457813,,,,,,,,,
a48111,TEXAS,DALLAM,1503.25625,0,0,0,0,9800,55000,66400,172200,109200
a48113,TEXAS,DALLAS,871.265625,0,0,0,0,1600,1500,3500,5300,0
a48115,TEXAS,DAWSON,900.2984375,,,,,,,,,
a48123,TEXAS,DE WITT,908.9578125,0,0,0,0,15200,10800,5300,7900,6700
a48117,TEXAS,DEAF SMITH,1496.879688,0,0,0,0,15100,55000,35400,27900,53000
a48119,TEXAS,DELTA,256.6328125,0,0,0,0,0,0,1600,5600,0
a48121,TEXAS,DENTON,881.9234375,0,0,0,0,1400,1200,1200,2900,0
a48125,TEXAS,DICKENS,901.715625,,,,,,,,,
a48127,TEXAS,DIMMIT,1328.845313,0,0,0,0,0,1000,0,0,0
a48129,TEXAS,DONLEY,926.8828125,0,0,0,0,0,800,0,1200,1900
a48131,TEXAS,DUVAL,1792.703125,0,0,0,0,2300,1900,27800,2500,0
a48133,TEXAS,EASTLAND,926.009375,,,,,,,,,
a48135,TEXAS,ECTOR,897.665625,,,,,,,,,
a48137,TEXAS,EDWARDS,2117.828125,,,,,,,,,
a48141,TEXAS,EL PASO,1012.65625,0,0,0,0,0,0,0,5600,1300
a48139,TEXAS,ELLIS,935.5,0,0,0,0,3900,2000,29000,27100,32100
a48143,TEXAS,ERATH,1083.054688,0,0,0,0,0,1000,1300,2500,0
a48145,TEXAS,FALLS,765.4828125,0,0,0,0,9900,5500,40200,68600,77500
a48147,TEXAS,FANNIN,890.934375,0,0,0,0,4100,1500,2500,12300,12300
a48149,TEXAS,FAYETTE,949.9546875,0,0,0,0,19400,21200,13900,10700,9700
a48151,TEXAS,FISHER,898.928125,,,,,,,,,
a48153,TEXAS,FLOYD,992.19375,0,0,0,0,2100,18000,16800,10900,20600
a48155,TEXAS,FOARD,704.390625,0,0,0,0,600,0,0,0,0
a48157,TEXAS,FORT BEND,861.20625,0,0,0,0,9700,11000,15900,15900,13700
a48159,TEXAS,FRANKLIN,284.3875,,,,,,,,,
a48161,TEXAS,FREESTONE,877.5265625,0,0,0,0,1300,0,0,0,0
a48163,TEXAS,FRIO,1133.025,0,0,0,0,3200,7100,9100,4700,9800
a48165,TEXAS,GAINES,1502.379688,0,0,0,0,0,600,0,0,0
a48167,TEXAS,GALVESTON,378.378125,,,,,,,,,
a48169,TEXAS,GARZA,893.3890625,,,,,,,,,
a48171,TEXAS,GILLESPIE,1058.185938,0,0,0,0,500,1200,2200,2900,2100
a48173,TEXAS,GLASSCOCK,900.20625,,,,,,,,,
a48175,TEXAS,GOLIAD,851.9453125,0,0,0,0,5200,8500,6500,8000,6400
a48177,TEXAS,GONZALES,1066.667188,0,0,0,0,5100,3400,3700,5600,5100
a48179,TEXAS,GRAY,925.9671875,0,0,0,0,0,2100,2500,6500,7600
a48181,TEXAS,GRAYSON,933.4890625,0,0,0,0,3800,0,1000,13100,16500
a48183,TEXAS,GREGG,273.26875,,,,,,,,,
a48185,TEXAS,GRIMES,787.4640625,0,0,0,0,2200,1800,1400,2400,0
a48187,TEXAS,GUADALUPE,711.2578125,0,0,0,0,9200,12300,8600,21200,22000
a48189,TEXAS,HALE,1004.620313,0,0,0,0,7000,112000,85400,31000,58800
a48191,TEXAS,HALL,883.4734375,,,,,,,,,
a48193,TEXAS,HAMILTON,835.7046875,0,0,0,0,1800,1400,2300,0,800
a48195,TEXAS,HANSFORD,919.8015625,0,0,0,0,16200,22000,22400,48200,63300
a48197,TEXAS,HARDEMAN,695.10625,,,,,,,,,
a48199,TEXAS,HARDIN,891.684375,,,,,,,,,
a48201,TEXAS,HARRIS,1703.934375,0,0,0,0,7000,7000,8100,7400,0
a48203,TEXAS,HARRISON,899.278125,,,,,,,,,
a48205,TEXAS,HARTLEY,1462.032813,0,0,0,0,3200,17000,34500,128300,127300
a48207,TEXAS,HASKELL,902.959375,0,0,0,0,0,700,0,0,0
a48209,TEXAS,HAYS,677.965625,0,0,0,0,1200,1000,3500,5100,0
a48211,TEXAS,HEMPHILL,906.2796875,,,,,,,,,
a48213,TEXAS,HENDERSON,873.853125,0,0,0,0,1600,800,0,0,0
a48215,TEXAS,HIDALGO,1569.676563,0,0,0,0,16100,30500,85200,32400,27800
a48217,TEXAS,HILL,958.85,0,0,0,0,14000,2000,19200,46700,82000
a48219,TEXAS,HOCKLEY,908.49375,0,0,0,0,0,600,0,0,0
a48221,TEXAS,HOOD,420.603125,,,,,,,,,
a48223,TEXAS,HOPKINS,767.1640625,0,0,0,0,1700,0,0,0,0
a48225,TEXAS,HOUSTON,1230.876563,0,0,0,0,3000,2300,6000,1800,0
a48227,TEXAS,HOWARD,900.7765625,,,,,,,,,
a48229,TEXAS,HUDSPETH,4570.9625,0,0,0,0,1400,0,0,1400,0
a48231,TEXAS,HUNT,840.31875,0,0,0,0,2000,500,1400,3000,3300
a48233,TEXAS,HUTCHINSON,887.4140625,0,0,0,0,3800,4500,9200,15100,17800
a48235,TEXAS,IRION,1051.475,,,,,,,,,
a48237,TEXAS,JACK,910.65,,,,,,,,,
a48239,TEXAS,JACKSON,829.4140625,0,0,0,0,2300,20800,39700,44700,84000
a48241,TEXAS,JASPER,937.4125,0,0,0,0,600,700,0,0,0
a48243,TEXAS,JEFF DAVIS,2264.426563,0,0,0,0,0,5000,0,0,0
a48245,TEXAS,JEFFERSON,876.2765625,0,0,0,0,0,0,0,2200,0
a48247,TEXAS,JIM HOGG,1136.109375,0,0,0,0,800,0,0,0,0
a48249,TEXAS,JIM WELLS,864.51875,0,0,0,0,2300,10000,25500,31400,14200
a48251,TEXAS,JOHNSON,724.671875,0,0,0,0,3800,700,1800,1600,7900
a48253,TEXAS,JONES,928.525,0,0,0,0,1000,0,0,0,0
a48255,TEXAS,KARNES,747.54375,0,0,0,0,14100,18000,10800,15100,11500
a48257,TEXAS,KAUFMAN,779.9328125,0,0,0,0,1200,0,0,2500,0
a48259,TEXAS,KENDALL,662.4203125,0,0,0,0,0,500,0,0,0
a48261,TEXAS,KENEDY,1456.420313,,,,,,,,,
a48263,TEXAS,KENT,902.2171875,,,,,,,,,
a48265,TEXAS,KERR,1103.307813,,,,,,,,,
a48267,TEXAS,KIMBLE,1250.920313,,,,,,,,,
a48269,TEXAS,KING,910.8609375,,,,,,,,,
a48271,TEXAS,KINNEY,1360.028125,0,0,0,0,700,1400,0,0,0
a48273,TEXAS,KLEBERG,870.9765625,0,0,0,0,0,900,5000,1400,0
a48275,TEXAS,KNOX,849.0765625,0,0,0,0,0,1300,0,0,0
a48283,TEXAS,LA SALLE,1486.692188,0,0,0,0,1400,1100,6800,0,0
a48277,TEXAS,LAMAR,906.9375,0,0,0,0,1800,1600,2600,14800,20700
a48279,TEXAS,LAMB,1016.176563,0,0,0,0,14900,85000,55400,40300,0
a48281,TEXAS,LAMPASAS,712.0375,,,,,,,,,
